met.x	met.y	rxn
C14840	C14842	R07072
C14850	C14852	R07082
C14851	C14855	R07083
C14852	C14856	R07084
C14852	C14853	R07085
C14857	C14865	R07092
C14858	C14861	R07091
C14859	C14864	R07093
C14863	C14865	R07094
C14870	C14871	R07116
C15493	C16681	R08384
C15493	C16681	R08385
C15518	C17331	R08721
C15519	C15520	R07209
C15520	C17332	R08723
C15534	C15535	R03760
C00090	C01502	R07330
C15573	C15574	R07334
C15575	C15576	R07335
C15577	C15578	R07336
C00146	C00850	R01242
C00146	C03254	R03979
C00146	C00548	R07342
C01736	C15587	R08368
C15587	C20463	R10244
C15606	C15650	R07395
C15610	C17333	R08726
C15613	C15614	R07374
C15613	C17343	R08734
C15777	C15780	R07491
C15777	C15778	R07505
C15780	C15781	R07492
C15782	C15783	R07486
C15785	C15786	R07429
C15796	C15797	R07447
C15808	C15816	R07494
C15811	C15812	R07460
C15972	C16254	R03316
C15972	C15977	R07600
C15972	C15975	R07602
C15972	C15979	R07604
C15972	C15973	R07618
C15972	C21018	R10997
C15973	C21018	R10998
C15974	C15975	R07602
C15976	C15977	R07600
C15978	C15979	R07604
C15988	C15989	R07582
C16014	C16015	R07627
C16168	C16374	R07934
C16172	C16387	R07950
C16173	C16389	R07953
C16216	C16217	R07759
C16217	C16218	R07760
C16236	C16240	R07766
C16236	C16237	R07767
C16237	C16239	R07769
C16237	C16240	R07769
C16237	C16832	R08550
C16327	C16328	R07888
C16328	C16329	R07889
C16329	C16330	R07890
C16330	C16331	R07891
C16331	C16332	R07892
C16332	C16333	R07893
C16333	C16334	R07894
C16334	C16335	R07895
C16335	C16336	R07896
C16336	C16337	R07897
C16337	C16338	R07898
C16338	C16339	R07899
C16353	C16355	R07979
C16358	C16359	R07942
C16361	C16362	R07981
C16375	C16376	R07936
C16388	C16389	R07952
C16396	C16420	R08036
C16453	C19574	R09420
C16453	C19563	R09421
C16453	C19566	R09423
C16466	C16470	R08091
C16468	C16469	R08093
C16469	C16471	R08094
C16543	C16837	R08258
C16546	C16547	R08270
C16586	C16587	R08306
C16587	C16591	R08307
C16595	C16596	R08310
C16608	C16609	R08345
C16608	C16612	R08347
C16609	C16612	R08348
C16610	C16612	R08349
C16614	C16615	R08238
C16618	C16619	R08244
C16619	C16620	R08246
C16630	C16631	R08227
C16631	C16632	R08228
C16633	C16634	R08232
C16641	C16836	R08255
C16675	C20446	R10209
C16681	C16682	R08382
C16729	C16731	R08523
C16730	C16731	R08522
C16731	C16732	R08521
C16731	C16734	R08523
C16732	C16733	R08520
C16732	C16734	R08522
C16756	C19594	R09406
C17324	C20751	R10648
C17333	C17335	R08727
C17335	C17337	R08728
C17336	C17337	R08725
C17345	C17346	R08739
C17554	C17559	R08771
C17560	C17561	R08774
C18026	C20238	R09979
C18242	C18243	R09136
C18304	C18305	R09222
C18309	C18310	R09220
C19078	C19080	R09384
C19080	C19085	R09386
C19488	C19489	R09416
C19488	C19604	R09442
C19489	C19490	R09417
C19490	C19559	R09418
C19561	C19562	R09444
C19574	C19577	R09424
C19574	C19580	R09425
C19574	C19605	R09426
C19574	C19606	R09427
C19586	C19588	R09410
C19604	C19607	R09443
C19673	C20372	R10115
C19803	C19804	R09673
C19803	C19804	R09677
C19858	C19859	R09737
C19967	C19968	R09832
C19968	C20176	R09877
C19969	C19970	R09833
C20119	C20120	R09844
C20375	C20376	R10119
C20380	C20383	R10134
C20458	C20459	R10231
C20647	C20648	R10497
C20648	C20796	R10716
C20649	C20652	R10498
C20649	C20661	R10522
C20649	C20659	R10586
C20652	C20691	R10611
C20659	C20660	R10587
C20675	C20676	R01178
C20688	C20691	R10552
C20722	C20723	R10596
C20751	C20752	R10649
C20751	C20754	R10650
C20752	C20754	R10651
C20825	C20859	R10805
C20876	C20879	R10828
C20877	C20878	R10826
C20878	C20879	R10827
C20908	C20909	R10868
C21015	C21016	R10994
C21017	C21018	R10997
C21028	C21029	R03055
