rxn	gene
R06185	19309
R06050	110095
R06050	110078
R06050	19309
R05983	17308
R05912	14537
R05910	14537
R04575	14537
R07620	99011
R07620	217734
R04072	99011
R04072	217734
R06051	232493
R06051	14936
R00292	232493
R00292	14936
R01005	66248
R05908	94192
R06128	207958
R06127	207958
R05002	56737
R05973	56737
R05926	218271
R05927	117592
R05928	280645
R05928	72727
R05928	76898
R04607	280645
R04607	72727
R04607	76898
R05970	320302
R05970	66789
R05970	67574
R04494	320302
R04494	66789
R04494	67574
R04502	208211
R05972	208211
R07258	217664
R04653	217664
R05985	217664
R05986	17309
R07259	17309
R05987	67569
R05987	67555
R05987	103534
R05987	269181
R04662	67569
R04662	67555
R04662	103534
R04662	269181
R05909	272411
R03513	272411
R05975	108902
R05975	53625
R05974	108902
R05974	53625
R02789	108902
R02789	53625
R04659	108902
R04659	53625
R02790	14538
R06189	14538
R03519	14348
R06038	14348
R06039	14348
R06025	14348
R06095	14348
R06076	14348
R05904	14348
R06075	14348
R05991	107895
R04665	107895
R07106	394434
R07106	94215
R07106	394433
R07106	394432
R07106	394430
R07106	72094
R07106	552899
R07106	94284
R07106	22238
R07106	71773
R07106	100727
R07106	243085
R07106	394436
R07106	22236
R07106	231396
R07106	394435
R07106	112417
R07106	100559
R02389	394434
R02389	94215
R02389	394433
R02389	394432
R02389	394430
R02389	72094
R02389	552899
R02389	94284
R02389	22238
R02389	71773
R02389	100727
R02389	243085
R02389	394436
R02389	22236
R02389	231396
R02389	394435
R02389	112417
R02389	100559
R01383	394434
R01383	94215
R01383	394433
R01383	394432
R01383	394430
R01383	72094
R01383	552899
R01383	94284
R01383	22238
R01383	71773
R01383	100727
R01383	243085
R01383	394436
R01383	22236
R01383	231396
R01383	394435
R01383	112417
R01383	100559
R04354	394434
R04354	94215
R04354	394433
R04354	394432
R04354	394430
R04354	72094
R04354	552899
R04354	94284
R04354	22238
R04354	71773
R04354	100727
R04354	243085
R04354	394436
R04354	22236
R04354	231396
R04354	394435
R04354	112417
R04354	100559
R02358	394434
R02358	94215
R02358	394433
R02358	394432
R02358	394430
R02358	72094
R02358	552899
R02358	94284
R02358	22238
R02358	71773
R02358	100727
R02358	243085
R02358	394436
R02358	22236
R02358	231396
R02358	394435
R02358	112417
R02358	100559
R04352	394434
R04352	94215
R04352	394433
R04352	394432
R04352	394430
R04352	72094
R04352	552899
R04352	94284
R04352	22238
R04352	71773
R04352	100727
R04352	243085
R04352	394436
R04352	22236
R04352	231396
R04352	394435
R04352	112417
R04352	100559
R09427	394434
R09427	94215
R09427	394433
R09427	394432
R09427	394430
R09427	72094
R09427	552899
R09427	94284
R09427	22238
R09427	71773
R09427	100727
R09427	243085
R09427	394436
R09427	22236
R09427	231396
R09427	394435
R09427	112417
R09427	100559
R04353	394434
R04353	94215
R04353	394433
R04353	394432
R04353	394430
R04353	72094
R04353	552899
R04353	94284
R04353	22238
R04353	71773
R04353	100727
R04353	243085
R04353	394436
R04353	22236
R04353	231396
R04353	394435
R04353	112417
R04353	100559
R09426	394434
R09426	94215
R09426	394433
R09426	394432
R09426	394430
R09426	72094
R09426	552899
R09426	94284
R09426	22238
R09426	71773
R09426	100727
R09426	243085
R09426	394436
R09426	22236
R09426	231396
R09426	394435
R09426	112417
R09426	100559
R08259	394434
R08259	94215
R08259	394433
R08259	394432
R08259	394430
R08259	72094
R08259	552899
R08259	94284
R08259	22238
R08259	71773
R08259	100727
R08259	243085
R08259	394436
R08259	22236
R08259	231396
R08259	394435
R08259	112417
R08259	100559
R04683	394434
R04683	94215
R04683	394433
R04683	394432
R04683	394430
R04683	72094
R04683	552899
R04683	94284
R04683	22238
R04683	71773
R04683	100727
R04683	243085
R04683	394436
R04683	22236
R04683	231396
R04683	394435
R04683	112417
R04683	100559
R08261	394434
R08261	94215
R08261	394433
R08261	394432
R08261	394430
R08261	72094
R08261	552899
R08261	94284
R08261	22238
R08261	71773
R08261	100727
R08261	243085
R08261	394436
R08261	22236
R08261	231396
R08261	394435
R08261	112417
R08261	100559
R08263	394434
R08263	94215
R08263	394433
R08263	394432
R08263	394430
R08263	72094
R08263	552899
R08263	94284
R08263	22238
R08263	71773
R08263	100727
R08263	243085
R08263	394436
R08263	22236
R08263	231396
R08263	394435
R08263	112417
R08263	100559
R02478	394434
R02478	94215
R02478	394433
R02478	394432
R02478	394430
R02478	72094
R02478	552899
R02478	94284
R02478	22238
R02478	71773
R02478	100727
R02478	243085
R02478	394436
R02478	22236
R02478	231396
R02478	394435
R02478	112417
R02478	100559
R08262	394434
R08262	94215
R08262	394433
R08262	394432
R08262	394430
R08262	72094
R08262	552899
R08262	94284
R08262	22238
R08262	71773
R08262	100727
R08262	243085
R08262	394436
R08262	22236
R08262	231396
R08262	394435
R08262	112417
R08262	100559
R08615	394434
R08615	94215
R08615	394433
R08615	394432
R08615	394430
R08615	72094
R08615	552899
R08615	94284
R08615	22238
R08615	71773
R08615	100727
R08615	243085
R08615	394436
R08615	22236
R08615	231396
R08615	394435
R08615	112417
R08615	100559
R09428	394434
R09428	94215
R09428	394433
R09428	394432
R09428	394430
R09428	72094
R09428	552899
R09428	94284
R09428	22238
R09428	71773
R09428	100727
R09428	243085
R09428	394436
R09428	22236
R09428	231396
R09428	394435
R09428	112417
R09428	100559
R02502	394434
R02502	94215
R02502	394433
R02502	394432
R02502	394430
R02502	72094
R02502	552899
R02502	94284
R02502	22238
R02502	71773
R02502	100727
R02502	243085
R02502	394436
R02502	22236
R02502	231396
R02502	394435
R02502	112417
R02502	100559
R03091	394434
R03091	94215
R03091	394433
R03091	394432
R03091	394430
R03091	72094
R03091	552899
R03091	94284
R03091	22238
R03091	71773
R03091	100727
R03091	243085
R03091	394436
R03091	22236
R03091	231396
R03091	394435
R03091	112417
R03091	100559
R02902	394434
R02902	94215
R02902	394433
R02902	394432
R02902	394430
R02902	72094
R02902	552899
R02902	94284
R02902	22238
R02902	71773
R02902	100727
R02902	243085
R02902	394436
R02902	22236
R02902	231396
R02902	394435
R02902	112417
R02902	100559
R05929	78752
R05929	234356
R04603	78923
R04603	74241
R04603	269941
R04603	234356
R04603	78752
R05932	78923
R05932	74241
R05932	269941
R05932	234356
R05932	78752
R05934	78923
R05934	74241
R05934	269941
R05934	234356
R05934	78752
R06186	74185
R02110	74185
R03681	27357
R05916	18700
R02654	18700
R05992	67569
R04642	67569
R04493	102637973
R04493	108105
R05971	102637973
R05971	108105
R05327	15117
R05327	15116
R05327	15118
R06068	15117
R06068	15116
R06068	15118
R06067	14595
R06067	16770
R06067	53418
R00503	14595
R00503	16770
R00503	53418
R09295	80294
R09295	140484
R09296	16848
R09296	17305
R09296	19719
R07397	58193
R07397	54616
R05930	58193
R05930	54616
R07334	54616
R07334	14042
R07334	56219
R07334	14043
R10139	54616
R10139	14042
R10139	56219
R10139	14043
R05936	54616
R05936	14042
R05936	56219
R05936	14043
R05935	14043
R05935	14042
R10138	14043
R10138	14042
R07335	14043
R07335	14042
R05931	100910
R05931	269941
R05931	78923
R05931	74241
R05933	100910
R05933	269941
R05933	78923
R05933	74241
R07336	100910
R07336	269941
R07336	78923
R07336	74241
R03486	239559
R05960	239559
R07611	330406
R07611	330671
R07610	330406
R07610	330671
R06069	77559
R05196	77559
R09676	101351
R09676	108155
R09677	101351
R09677	108155
R09304	101351
R09304	108155
R06264	380959
R06238	56737
R06258	208624
R06259	102580
R06260	223774
R06261	102580
R06263	381903
R06262	320438
R06276	56386
R03354	56386
R09755	56375
R05977	56375
R10596	215494
R06190	80908
R06029	80908
R04548	80908
R06168	80908
R04495	57370
R04495	14595
R04495	53418
R05989	57370
R05989	14595
R05989	53418
R06193	80908
R06191	80908
R06187	80908
R04423	80908
R06167	80908
R06197	80908
R02183	207839
R02183	108148
R02183	78754
R02183	14425
R02183	67909
R02183	14423
R02183	233733
R02183	108150
R02183	231050
R02183	171212
R02183	212996
R02183	71685
R02183	108760
R02183	241391
R02183	14426
R02183	271786
R02183	270049
R02183	230145
R05907	207839
R05907	108148
R05907	78754
R05907	14425
R05907	67909
R05907	14423
R05907	233733
R05907	108150
R05907	231050
R05907	171212
R05907	212996
R05907	71685
R05907	108760
R05907	241391
R05907	14426
R05907	271786
R05907	270049
R05907	230145
R04322	22239
R10804	22239
R01500	22239
R06277	22239
R03380	269132
R03380	26433
R03380	234407
R05953	54218
R05941	54218
R05111	54218
R05948	54218
R05110	54218
R05956	54218
R04631	54218
R04491	26433
R05988	53618
R09319	53618
R04081	56546
R04081	14343
R04081	14344
R06024	56546
R06024	14343
R06024	14344
R06031	56546
R06031	14343
R06031	14344
R06035	56546
R06035	14343
R06035	14344
R06085	56546
R06085	14343
R06085	14344
R06170	56546
R06170	14343
R06170	14344
R06156	56546
R06156	14343
R06156	14344
R06041	56546
R06041	14343
R06041	14344
R06086	56546
R06086	14343
R06086	14344
R06089	56546
R06089	14343
R06089	14344
R05968	56546
R05968	14343
R05968	14344
R06090	56546
R06090	14343
R06090	14344
R05631	26879
R05962	26879
R06275	22234
R01497	22234
R01009	13480
R06145	14594
R05978	14594
R04531	14594
R02791	14594
R06169	14594
R05965	227671
R04182	227671
R01205	56375
R01205	57370
R01205	53418
R01205	14595
R06055	56375
R06055	57370
R06055	53418
R06055	14595
R05938	14421
R05952	14421
R05939	14421
R05946	14421
R05109	14421
R03490	14421
R04584	14421
R02297	667034
R02297	18950
R08368	667034
R08368	18950
R10244	667034
R10244	18950
R01969	667034
R01969	18950
R01863	667034
R01863	18950
R02295	667034
R02295	18950
R02748	667034
R02748	18950
R02557	667034
R02557	18950
R01561	667034
R01561	18950
R02147	667034
R02147	18950
R02294	667034
R02294	18950
R02484	667034
R02484	18950
R01870	22247
R08231	22247
R01271	59027
R01072	231327
R03348	67375
R05925	233781
R05925	217119
R01402	66902
R10209	106248
R10209	60507
R03789	106248
R03789	60507
R08229	22271
R08229	76654
R02484	22271
R02484	76654
R01876	22271
R01876	76654
R04176	328417
R04176	52552
R04176	101187
R04176	67287
R04176	74493
R04176	243771
R04176	235587
R04176	214424
R04176	78781
R04176	11546
R04176	21951
R04176	11545
R04176	80285
R04176	547253
R04176	99929
R04176	671535
R00555	11870
R00555	109978
R00555	11875
R00555	109979
R00555	11871
R00555	50721
R00555	11872
R08222	72962
R02484	72962
R08230	72962
R02748	72962
R01570	72962
R01969	72962
R04378	11821
R01229	11821
R00190	11821
R08238	15452
R02142	15452
R00190	15452
R08237	15452
R01229	15452
R08245	15452
R01132	15452
R00966	331487
R05990	20440
R05990	240119
R05905	20440
R05905	240119
R05906	20440
R05906	240119
R09298	20440
R09298	240119
R04532	20440
R04532	240119
R06188	20440
R06188	240119
R05580	20440
R05580	240119
R06037	54613
R04656	54613
R06026	54613
R04216	16430
R04216	68292
R05976	16430
R05976	68292
R10631	12494
R10631	12182
R10632	12494
R10632	12182
R00119	12494
R00119	12182
R05911	20445
R06273	20445
R05914	20445
R04648	20443
R04648	20442
R04648	20444
R04590	20443
R04590	20442
R04590	20444
R05957	20443
R05957	20442
R05957	20444
R05942	20443
R05942	20442
R05942	20444
R05949	20443
R05949	20442
R05949	20444
R05967	20443
R05967	20442
R05967	20444
R05913	20443
R05913	20442
R05913	20444
R05116	20443
R05116	20442
R05116	20444
R06153	20441
R09297	20441
R04596	20441
R04635	20448
R06005	20449
R05995	20449
R04564	20449
R06000	20449
R04632	20449
R06032	20449
R05940	20449
R04661	20449
R06009	20449
R04583	20449
R04649	20449
R05113	20449
R03488	20454
R06007	20454
R04647	20454
R06003	20454
R04630	20454
R05937	20454
R01658	14593
R01658	110196
R02003	14593
R02003	110196
R10455	116905
R10611	68260
R01920	20810
R02869	20810
R08359	20810
R05220	77697
R01492	77697
R07268	77697
R08511	14867
R08511	14870
R08511	14864
R08511	14871
R08511	68312
R08511	14857
R08511	56615
R08511	76263
R08511	14862
R08511	68214
R08511	54486
R08511	14866
R08511	14859
R08511	14860
R08511	103140
R08511	14872
R08511	14858
R08511	66447
R08511	211666
R08511	14869
R08511	14863
R08511	14873
R08511	14865
R07113	14867
R07113	14870
R07113	14864
R07113	14871
R07113	68312
R07113	14857
R07113	56615
R07113	76263
R07113	14862
R07113	68214
R07113	54486
R07113	14866
R07113	14859
R07113	14860
R07113	103140
R07113	14872
R07113	14858
R07113	66447
R07113	211666
R07113	14869
R07113	14863
R07113	14873
R07113	14865
R03522	14867
R03522	14870
R03522	14864
R03522	14871
R03522	68312
R03522	14857
R03522	56615
R03522	76263
R03522	14862
R03522	68214
R03522	54486
R03522	14866
R03522	14859
R03522	14860
R03522	103140
R03522	14872
R03522	14858
R03522	66447
R03522	211666
R03522	14869
R03522	14863
R03522	14873
R03522	14865
R07100	14867
R07100	14870
R07100	14864
R07100	14871
R07100	68312
R07100	14857
R07100	56615
R07100	76263
R07100	14862
R07100	68214
R07100	54486
R07100	14866
R07100	14859
R07100	14860
R07100	103140
R07100	14872
R07100	14858
R07100	66447
R07100	211666
R07100	14869
R07100	14863
R07100	14873
R07100	14865
R07003	14867
R07003	14870
R07003	14864
R07003	14871
R07003	68312
R07003	14857
R07003	56615
R07003	76263
R07003	14862
R07003	68214
R07003	54486
R07003	14866
R07003	14859
R07003	14860
R07003	103140
R07003	14872
R07003	14858
R07003	66447
R07003	211666
R07003	14869
R07003	14863
R07003	14873
R07003	14865
R07070	14867
R07070	14870
R07070	14864
R07070	14871
R07070	68312
R07070	14857
R07070	56615
R07070	76263
R07070	14862
R07070	68214
R07070	54486
R07070	14866
R07070	14859
R07070	14860
R07070	103140
R07070	14872
R07070	14858
R07070	66447
R07070	211666
R07070	14869
R07070	14863
R07070	14873
R07070	14865
R07023	14867
R07023	14870
R07023	14864
R07023	14871
R07023	68312
R07023	14857
R07023	56615
R07023	76263
R07023	14862
R07023	68214
R07023	54486
R07023	14866
R07023	14859
R07023	14860
R07023	103140
R07023	14872
R07023	14858
R07023	66447
R07023	211666
R07023	14869
R07023	14863
R07023	14873
R07023	14865
R07116	14867
R07116	14870
R07116	14864
R07116	14871
R07116	68312
R07116	14857
R07116	56615
R07116	76263
R07116	14862
R07116	68214
R07116	54486
R07116	14866
R07116	14859
R07116	14860
R07116	103140
R07116	14872
R07116	14858
R07116	66447
R07116	211666
R07116	14869
R07116	14863
R07116	14873
R07116	14865
R07069	14867
R07069	14870
R07069	14864
R07069	14871
R07069	68312
R07069	14857
R07069	56615
R07069	76263
R07069	14862
R07069	68214
R07069	54486
R07069	14866
R07069	14859
R07069	14860
R07069	103140
R07069	14872
R07069	14858
R07069	66447
R07069	211666
R07069	14869
R07069	14863
R07069	14873
R07069	14865
R07092	14867
R07092	14870
R07092	14864
R07092	14871
R07092	68312
R07092	14857
R07092	56615
R07092	76263
R07092	14862
R07092	68214
R07092	54486
R07092	14866
R07092	14859
R07092	14860
R07092	103140
R07092	14872
R07092	14858
R07092	66447
R07092	211666
R07092	14869
R07092	14863
R07092	14873
R07092	14865
R07094	14867
R07094	14870
R07094	14864
R07094	14871
R07094	68312
R07094	14857
R07094	56615
R07094	76263
R07094	14862
R07094	68214
R07094	54486
R07094	14866
R07094	14859
R07094	14860
R07094	103140
R07094	14872
R07094	14858
R07094	66447
R07094	211666
R07094	14869
R07094	14863
R07094	14873
R07094	14865
R07025	14867
R07025	14870
R07025	14864
R07025	14871
R07025	68312
R07025	14857
R07025	56615
R07025	76263
R07025	14862
R07025	68214
R07025	54486
R07025	14866
R07025	14859
R07025	14860
R07025	103140
R07025	14872
R07025	14858
R07025	66447
R07025	211666
R07025	14869
R07025	14863
R07025	14873
R07025	14865
R09409	14867
R09409	14870
R09409	14864
R09409	14871
R09409	68312
R09409	14857
R09409	56615
R09409	76263
R09409	14862
R09409	68214
R09409	54486
R09409	14866
R09409	14859
R09409	14860
R09409	103140
R09409	14872
R09409	14858
R09409	66447
R09409	211666
R09409	14869
R09409	14863
R09409	14873
R09409	14865
R07091	14867
R07091	14870
R07091	14864
R07091	14871
R07091	68312
R07091	14857
R07091	56615
R07091	76263
R07091	14862
R07091	68214
R07091	54486
R07091	14866
R07091	14859
R07091	14860
R07091	103140
R07091	14872
R07091	14858
R07091	66447
R07091	211666
R07091	14869
R07091	14863
R07091	14873
R07091	14865
R07084	14867
R07084	14870
R07084	14864
R07084	14871
R07084	68312
R07084	14857
R07084	56615
R07084	76263
R07084	14862
R07084	68214
R07084	54486
R07084	14866
R07084	14859
R07084	14860
R07084	103140
R07084	14872
R07084	14858
R07084	66447
R07084	211666
R07084	14869
R07084	14863
R07084	14873
R07084	14865
R07026	14867
R07026	14870
R07026	14864
R07026	14871
R07026	68312
R07026	14857
R07026	56615
R07026	76263
R07026	14862
R07026	68214
R07026	54486
R07026	14866
R07026	14859
R07026	14860
R07026	103140
R07026	14872
R07026	14858
R07026	66447
R07026	211666
R07026	14869
R07026	14863
R07026	14873
R07026	14865
R07083	14867
R07083	14870
R07083	14864
R07083	14871
R07083	68312
R07083	14857
R07083	56615
R07083	76263
R07083	14862
R07083	68214
R07083	54486
R07083	14866
R07083	14859
R07083	14860
R07083	103140
R07083	14872
R07083	14858
R07083	66447
R07083	211666
R07083	14869
R07083	14863
R07083	14873
R07083	14865
R08280	14867
R08280	14870
R08280	14864
R08280	14871
R08280	68312
R08280	14857
R08280	56615
R08280	76263
R08280	14862
R08280	68214
R08280	54486
R08280	14866
R08280	14859
R08280	14860
R08280	103140
R08280	14872
R08280	14858
R08280	66447
R08280	211666
R08280	14869
R08280	14863
R08280	14873
R08280	14865
R07093	14867
R07093	14870
R07093	14864
R07093	14871
R07093	68312
R07093	14857
R07093	56615
R07093	76263
R07093	14862
R07093	68214
R07093	54486
R07093	14866
R07093	14859
R07093	14860
R07093	103140
R07093	14872
R07093	14858
R07093	66447
R07093	211666
R07093	14869
R07093	14863
R07093	14873
R07093	14865
R07004	14867
R07004	14870
R07004	14864
R07004	14871
R07004	68312
R07004	14857
R07004	56615
R07004	76263
R07004	14862
R07004	68214
R07004	54486
R07004	14866
R07004	14859
R07004	14860
R07004	103140
R07004	14872
R07004	14858
R07004	66447
R07004	211666
R07004	14869
R07004	14863
R07004	14873
R07004	14865
R07002	14867
R07002	14870
R07002	14864
R07002	14871
R07002	68312
R07002	14857
R07002	56615
R07002	76263
R07002	14862
R07002	68214
R07002	54486
R07002	14866
R07002	14859
R07002	14860
R07002	103140
R07002	14872
R07002	14858
R07002	66447
R07002	211666
R07002	14869
R07002	14863
R07002	14873
R07002	14865
R07024	14867
R07024	14870
R07024	14864
R07024	14871
R07024	68312
R07024	14857
R07024	56615
R07024	76263
R07024	14862
R07024	68214
R07024	54486
R07024	14866
R07024	14859
R07024	14860
R07024	103140
R07024	14872
R07024	14858
R07024	66447
R07024	211666
R07024	14869
R07024	14863
R07024	14873
R07024	14865
R08512	14867
R08512	14870
R08512	14864
R08512	14871
R08512	68312
R08512	14857
R08512	56615
R08512	76263
R08512	14862
R08512	68214
R08512	54486
R08512	14866
R08512	14859
R08512	14860
R08512	103140
R08512	14872
R08512	14858
R08512	66447
R08512	211666
R08512	14869
R08512	14863
R08512	14873
R08512	14865
R06223	14137
R00702	14137
R02872	14137
R02869	671878
R02869	20603
R04311	228061
R02061	14593
R05615	71883
R05616	71883
R05000	71883
R07273	71883
R05329	330817
R07479	330817
R07480	330817
R07477	330817
R07478	330817
R04435	94181
R01804	94181
R04435	94181
R02769	94181
R09844	14272
R09844	110606
R04771	232087
R04771	11720
R04771	108645
R00177	232087
R00177	11720
R00177	108645
R00084	15288
R01122	66966
R05556	52014
R05556	67422
R09249	56075
R09249	71365
R00895	14719
R00895	14718
R00895	102643267
R02433	14719
R02433	14718
R02433	102643267
R00734	14719
R00734	14718
R00734	102643267
R00355	14719
R00355	14718
R00355	102643267
R00896	14719
R00896	14718
R00896	102643267
R02619	14719
R02619	14718
R02619	102643267
R00694	14719
R00694	14718
R00694	102643267
R05052	14719
R05052	14718
R05052	102643267
R01343	18242
R00667	18242
R00668	18242
R00768	14583
R00768	14584
R01648	268860
R00908	268860
R00258	76282
R00258	108682
R04188	268860
R01939	23923
R02050	268782
R01214	12036
R01214	12035
R02199	12036
R02199	12035
R01090	12036
R01090	12035
R10991	12036
R10991	12035
R00372	11611
R00372	268782
R10992	11611
R10992	268782
R00369	11611
R00369	268782
R00588	11611
R00734	234724
R00694	234724
R07396	234724
R00585	11611
R04173	107272
R05085	107272
R01375	70266
R01375	229905
R04171	70266
R04171	23923
R04171	229905
R01956	70266
R01956	23923
R01956	229905
R02584	18212
R02584	16001
R02584	16542
R02584	18198
R02584	14257
R02584	14255
R02584	13840
R02584	17295
R02584	381983
R02584	13848
R02584	13649
R02584	17289
R02584	12978
R02584	71461
R02584	17005
R02584	16337
R02584	20187
R02584	16590
R02584	18211
R02584	13844
R02584	13846
R02584	19713
R02584	26362
R02584	13842
R02584	18214
R02584	13841
R02584	26563
R02584	13845
R02584	19886
R02584	12305
R02584	18596
R02584	14183
R02584	14254
R02584	11302
R02584	14182
R02584	13837
R02584	14186
R02584	13839
R02584	11682
R02584	19882
R02584	26564
R02584	21846
R02584	270190
R02584	18595
R02584	22174
R02584	21687
R02584	14184
R02584	23920
R02584	13838
R02584	13869
R02584	13835
R02584	18213
R02584	13836
R02584	13867
R02584	231876
R02584	13866
R02584	17096
R02584	16453
R02584	11352
R02584	14158
R02584	16818
R02584	11350
R02584	12169
R02584	20963
R02584	12988
R02584	51789
R02584	12229
R02584	14083
R02584	20779
R02584	16452
R02584	20811
R02584	14360
R02584	12143
R02584	16428
R02584	22165
R02584	21682
R02584	16451
R02584	15162
R02584	17179
R02584	19229
R02584	243659
R02584	244895
R02584	20459
R02584	14191
R02584	666513
R02584	83813
R02584	14302
R02584	14159
R02584	54721
R02584	244418
R02584	22637
R02584	22612
R01330	15277
R01330	216019
R01330	212032
R01330	15275
R01326	15277
R01326	216019
R01326	212032
R01326	15275
R01140	15277
R01140	216019
R01140	212032
R01140	15275
R00299	15277
R00299	216019
R00299	212032
R00299	15275
R01600	15277
R01600	216019
R01600	212032
R01600	15275
R02850	15277
R02850	216019
R02850	212032
R02850	15275
R02867	15277
R02867	216019
R02867	212032
R02867	15275
R02865	15277
R02865	216019
R02865	212032
R02865	15275
R00867	15277
R00867	216019
R00867	212032
R00867	15275
R00760	15277
R00760	216019
R00760	212032
R00760	15275
R01961	15277
R01961	216019
R01961	212032
R01961	15275
R01786	15277
R01786	216019
R01786	212032
R01786	15275
R02848	15277
R02848	216019
R02848	212032
R02848	15275
R03920	15277
R03920	216019
R03920	212032
R03920	15275
R01139	15277
R01139	216019
R01139	212032
R01139	15275
R00876	15277
R00876	216019
R00876	212032
R00876	15275
R01964	15277
R01964	216019
R01964	212032
R01964	15275
R02849	15277
R02849	216019
R02849	212032
R02849	15275
R00725	15277
R00725	216019
R00725	212032
R00725	15275
R01965	15277
R01965	216019
R01965	212032
R01965	15275
R02868	15277
R02868	216019
R02868	212032
R02868	15275
R01327	15277
R01327	216019
R01327	212032
R01327	15275
R02732	18639
R02732	270198
R02732	18640
R02732	170768
R01660	70974
R02240	56077
R02240	227333
R02240	380921
R02240	110524
R02240	13139
R02240	217480
R02240	104418
R02240	320127
R02240	110197
R02240	331374
R01018	227697
R03239	18641
R03239	56421
R03239	18642
R04779	18641
R04779	56421
R04779	18642
R01843	18641
R01843	56421
R01843	18642
R03238	18641
R03238	56421
R03238	18642
R03237	18641
R03237	56421
R03237	18642
R03236	18641
R03236	56421
R03236	18642
R00769	18641
R00769	56421
R00769	18642
R00756	18641
R00756	56421
R00756	18642
R00770	18641
R00770	56421
R00770	18642
R00767	18641
R00767	56421
R00767	18642
R03632	209012
R03632	665113
R03632	22390
R03632	64293
R03632	225028
R03632	244859
R03632	18479
R03632	223775
R03632	66878
R03632	22625
R03632	244631
R03632	241656
R03632	16179
R03632	75607
R03632	224105
R03632	75770
R03632	22367
R03632	110651
R03632	667663
R03632	73914
R03632	67045
R03632	17776
R03632	225997
R03632	18004
R03632	223435
R03632	330721
R03632	74568
R03632	381759
R03632	545156
R03632	380698
R03632	54402
R03632	76367
R03632	67071
R03632	75669
R03632	56613
R03632	230809
R03632	20878
R03632	333050
R03632	226778
R03632	59125
R03632	15467
R03632	17347
R03632	24086
R03632	18005
R03632	27103
R03632	78943
R03632	66725
R03632	226751
R03632	330177
R03632	20877
R03632	74137
R03632	58988
R03632	12995
R03632	17346
R03632	232341
R03632	232944
R03632	233020
R03632	233328
R03632	117229
R03632	18481
R03632	71340
R03632	18712
R03632	74178
R03632	223255
R03632	12649
R03632	53416
R03632	20874
R03632	15259
R03632	15258
R03632	213452
R03632	214230
R03632	214897
R03632	216965
R03632	77976
R03632	217866
R03632	228012
R03632	12704
R03632	73086
R03632	109880
R03632	59041
R03632	110279
R03632	59126
R03632	269209
R03632	17691
R03632	17451
R03632	11652
R03632	11790
R03632	18607
R03632	328329
R03632	93687
R03632	22241
R03632	12361
R03632	674895
R03632	231580
R03632	13143
R03632	232533
R03632	13175
R03632	381835
R03632	233789
R03632	235344
R03632	71099
R03632	27219
R03632	279561
R03632	12545
R03632	72508
R03632	20872
R03632	240505
R03632	50523
R03632	26918
R03632	101568
R03632	56527
R03632	56532
R03632	104175
R03632	216976
R03632	217718
R03632	98267
R03632	22114
R03632	22138
R03632	17164
R03632	58800
R03632	58864
R03632	68943
R03632	17279
R03632	13144
R03632	269224
R03632	11651
R03632	13666
R03632	269774
R03632	11836
R03632	11920
R03632	329421
R03632	29869
R03632	67121
R03632	13000
R03632	110157
R03632	381406
R03632	16202
R03632	69847
R03632	381836
R03632	16589
R03632	13728
R03632	23797
R03632	20817
R03632	23954
R03632	15257
R03632	23955
R03632	50932
R03632	67333
R03632	17169
R03632	268930
R03632	546071
R03632	56504
R03632	13400
R03632	245038
R03632	56717
R03632	83984
R03632	57740
R03632	22115
R03632	26559
R03632	266632
R03632	20871
R03632	19090
R03632	19106
R03632	69635
R03632	26921
R03632	102626
R03632	70415
R03632	20111
R03632	20815
R03632	20393
R03632	12236
R03632	12235
R03632	51789
R03632	26412
R03632	17165
R03632	269019
R03632	140859
R03632	19134
R03632	77485
R03632	103236
R03632	245000
R03632	104318
R03632	20868
R03632	72388
R03632	71742
R03632	16886
R03632	19878
R03632	50883
R03632	18715
R03632	69922
R03632	14841
R03632	70661
R03632	192656
R03632	108960
R03632	27373
R03632	381979
R03632	108737
R03632	399510
R03632	208583
R03632	170755
R03632	435766
R03632	140780
R03632	16798
R03632	381921
R03632	19766
R03632	20112
R03632	106504
R03632	19877
R03632	26411
R03632	70425
R03632	245269
R03632	70762
R03632	27206
R03632	70584
R03632	16885
R03632	20623
R00162	209012
R00162	665113
R00162	22390
R00162	64293
R00162	225028
R00162	244859
R00162	18479
R00162	223775
R00162	66878
R00162	22625
R00162	244631
R00162	241656
R00162	16179
R00162	75607
R00162	224105
R00162	75770
R00162	22367
R00162	110651
R00162	667663
R00162	73914
R00162	67045
R00162	17776
R00162	225997
R00162	18004
R00162	223435
R00162	330721
R00162	74568
R00162	381759
R00162	545156
R00162	380698
R00162	54402
R00162	76367
R00162	67071
R00162	75669
R00162	56613
R00162	230809
R00162	20878
R00162	333050
R00162	226778
R00162	59125
R00162	15467
R00162	17347
R00162	24086
R00162	18005
R00162	27103
R00162	78943
R00162	66725
R00162	226751
R00162	330177
R00162	20877
R00162	74137
R00162	58988
R00162	12995
R00162	17346
R00162	232341
R00162	232944
R00162	233020
R00162	233328
R00162	117229
R00162	18481
R00162	71340
R00162	18712
R00162	74178
R00162	223255
R00162	12649
R00162	53416
R00162	20874
R00162	15259
R00162	15258
R00162	213452
R00162	214230
R00162	214897
R00162	216965
R00162	77976
R00162	217866
R00162	228012
R00162	12704
R00162	73086
R00162	109880
R00162	59041
R00162	110279
R00162	59126
R00162	269209
R00162	17691
R00162	17451
R00162	11652
